Number,File Name,Member,Duration,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,LPC_1,LPC_2,LPC_3,LPC_4,LPC_5,LPC_6,LPC_7,LPC_8,LPC_9,LPC_10,LPC_11,LPC_12,DCT_1,DCT_2,DCT_3,DCT_4,DCT_5,DCT_6,DCT_7,DCT_8,DCT_9,DCT_10,DCT_11,DCT_12,DCT_13,Fluency Label
793,223s22,student,7.480997732426304,-321.5715,142.78384,-11.808114,7.988907,11.346813,-15.063078,-26.765337,-9.573021,0.70674837,-21.463045,-5.3364267,-4.349095,-17.747683,-1.9986422,1.1031432,0.15923122,-0.041322395,-0.53555536,0.78113085,-0.7744106,0.23425868,0.16938284,0.28108677,-0.59624785,0.27192286,-0.00050147745,-0.00028325728,-0.0028198464,-0.003420782,-0.0034625472,0.0026114273,0.00011135389,-0.0022321146,-0.00274661,-0.0048163016,-0.0024117534,0.00023093361,0.0011313285,0
794,223s9,student,12.485034013605443,-415.80066,128.30002,22.036837,-1.3378084,-7.596963,-2.4654105,-15.830615,-9.232104,-7.4272738,-10.290639,-6.547928,-5.698854,-10.66773,-1.7031827,0.84800255,-0.29973683,0.51006436,-0.37757555,0.19623919,-0.49630022,0.4746465,-0.1657143,0.24692938,-0.18750109,0.029336695,-0.00041535505,-0.0001348198,0.00085567724,-0.00034372153,0.0006492892,2.8597218e-05,0.0007166925,-0.0009925812,0.0011268579,-0.0005545824,-0.0011783494,0.0019602845,-0.0014290743,1
795,223s41,student,13.436961451247166,-406.59955,156.53893,14.228307,1.1721165,2.2848725,-4.492976,-17.990128,-10.811231,-2.8480985,-17.444218,-1.3053962,-4.336071,-13.560901,-1.8454512,0.90660894,-0.15310743,0.5024246,-0.55550396,0.44779795,-0.6897424,0.4254802,-0.010092327,0.2887792,-0.422813,0.14911322,0.0012339469,-0.000121326404,0.00020476247,0.0021173034,-0.0023124907,-0.00015127889,6.714703e-05,-0.0016384181,-0.0017024113,0.001132336,-0.0011402697,0.004495595,0.0013378565,0
796,223s25,student,35.68,-532.5345,170.04446,33.99771,-6.647906,-8.991079,-1.2702287,-5.6152606,-7.559434,-6.321073,-7.4203496,-5.005476,-5.6420827,-9.319333,-1.8008345,0.9022795,-0.43992102,0.7488175,-0.4042998,0.21812983,-0.64669997,0.636576,-0.28730568,0.34670708,-0.38903984,0.14934717,-0.00085776974,0.0007408856,0.00042148828,-0.00043276453,-0.0001844085,-0.00043025892,0.00020104353,-0.0003004428,-0.00014337219,0.00050777214,-0.00034045297,-0.00032596127,0.00017697713,1
797,223s34,student,3.3099773242630386,-403.25266,157.02823,9.976403,-1.1605043,6.927073,-1.120733,-23.358925,-10.845902,0.38708276,-19.412352,-1.1858202,-6.0487742,-12.87797,-2.1567166,1.5338572,-0.39296058,0.21536595,-0.29465938,0.44152424,-0.97423565,0.99809074,-0.424726,0.20096576,-0.19432463,0.08520907,0.0013124612,0.001848689,-0.0013127287,-4.7034893e-05,-0.0005024037,-0.0006948471,-0.00013034439,-0.001897891,-0.00032934852,0.002711156,0.0013167863,-0.0018775526,-0.00042270997,0
798,223s36,student,9.381043083900227,-336.1071,149.47739,-8.683552,2.1919725,2.4457638,-10.539554,-18.570078,-14.503517,-2.2188468,-21.717987,-1.2336655,-1.6683863,-16.287096,-1.8848335,1.1071987,-0.29456642,0.39756954,-0.5432801,0.6555278,-0.8156079,0.42621243,-0.080195636,0.38567996,-0.4309541,0.13071035,0.001038111,-4.6867623e-05,0.000120931916,-0.0009128287,0.001122386,0.0017941346,-0.0016520574,-0.0022573487,0.00070498895,-0.0014914754,-0.00052459445,0.000423985,-0.00032039994,0
799,223s31,student,2.046984126984127,-362.41183,154.67105,-3.7471464,0.50003064,11.020588,-6.843468,-26.026703,-8.728247,-0.5682096,-24.449123,-4.213771,-3.372456,-16.442844,-1.9915757,1.249122,-0.33785227,0.43700737,-0.50208306,0.5024196,-0.88111055,0.64645755,-0.06630687,0.16995397,-0.36579847,0.18599929,-0.0021073835,-5.823539e-05,0.0009002981,0.00015938333,0.0005681091,-0.00046939575,-8.591359e-05,0.0005484615,0.0024500098,-0.0010082866,0.0004820353,-0.00067655626,-0.0008394065,0
800,223s1,student,6.448027210884354,-421.82413,157.667,16.43653,-7.819503,5.2454057,-0.023753554,-21.852573,-10.991361,-2.1874275,-19.634586,-3.7317772,-3.4446611,-13.794953,-1.8838286,0.9157811,0.08282714,0.060730882,-0.30296513,0.56812197,-0.9516151,0.5119136,0.15541017,-0.0342938,-0.13981146,0.05173193,-0.0021372437,0.002131437,0.00041810682,-0.00037159913,-0.0017194399,-0.00092457025,0.0016506363,-0.0002240674,0.00180918,-3.8563732e-05,-0.0008471026,-0.0015174551,-0.00059126574,1
801,223s17,student,6.081995464852608,-338.46408,144.26677,-0.7171131,1.1623867,1.9673063,-12.431978,-17.733877,-13.727959,-9.230962,-18.592957,-4.5204115,-1.4641016,-20.1016,-2.2364833,1.6000916,-0.10527425,-0.27097315,-0.30109036,0.87925285,-0.92994267,0.22942504,0.4180087,-0.07286543,-0.3971414,0.22126411,-0.0018747579,0.0010888763,-0.00085191726,-0.0024688193,-0.0045780437,0.00077130494,0.0039499556,-0.0015553813,0.0037160362,0.002220681,-0.0009111323,0.00025424897,-0.00085461815,0
802,223s40,student,8.118004535147392,-352.7672,128.3499,6.6528263,15.54865,1.0801858,-13.357488,-21.780619,-14.8404665,0.24063051,-25.337643,-1.6357836,-1.5276257,-15.835117,-1.7917577,1.0314872,-0.38615382,0.4976873,-0.5431235,0.5684688,-0.73971736,0.42634842,-0.15340029,0.4648677,-0.41136843,0.09606551,-0.0017761762,0.001324776,0.0011378461,-0.00065909943,-0.0011205245,0.0009404907,0.0006992346,-0.0032950866,-0.0010892542,-0.00037699312,0.0011952324,-0.000292433,0.0014104983,0
803,223s42,student,5.766984126984127,-369.10022,155.28084,2.8030121,2.4149122,9.344309,-4.6275067,-28.71827,-11.128141,-1.4505954,-18.935493,-2.674778,-6.5904427,-11.345679,-2.1626022,1.4996716,-0.4738954,0.51810616,-0.46271306,0.29913938,-0.7557177,0.7655722,-0.21726322,0.2590715,-0.4061894,0.17208712,-0.0038820677,-0.001292705,0.0006553667,0.00060814514,-0.0008073863,-0.001810913,8.68013e-05,-0.0014061555,0.0012798649,-0.00028389704,0.00024894168,0.0025098827,0.00046043668,0
804,223s45,student,5.105034013605442,-397.7138,135.54376,18.524931,3.074826,-6.193001,1.4794266,-19.635572,-7.475661,-1.4633845,-15.435431,-4.9085093,-6.0800185,-13.313471,-1.466008,0.68764675,-0.6670606,0.78910387,-0.327254,0.27685603,-0.6532464,0.368065,-0.1383428,0.38518974,-0.16415596,-0.021596842,0.0007440167,0.00021605092,0.00046103238,-0.0011278826,-0.0015575718,0.00043063294,0.0003150833,0.0018932002,-0.00023320287,0.0011344296,-0.0004881051,0.00030288694,-0.00037163764,1
805,223s13,student,15.680997732426304,-321.12036,130.49309,3.5159473,12.563319,5.3882394,-16.725214,-17.19908,-14.325058,-7.4230523,-21.36446,-5.5630207,0.122178644,-19.257996,-1.6384825,0.52020526,0.25472283,0.07948918,-0.28512925,0.1933166,-0.25513083,0.16022116,-0.0685301,0.3595956,-0.38333863,0.12017193,-0.0014395127,0.0015075173,2.2738815e-05,-0.002249945,0.0019939374,0.0028675196,0.001964198,-0.002988242,-0.0026486933,-0.0016987917,-0.0013604217,0.0035523362,0.0022216898,0
806,223s11,student,2.88,-388.1329,147.10764,9.089058,-6.782896,-0.717055,-9.99685,-16.757534,-11.060317,-7.1078925,-13.380279,-5.580887,0.3369209,-18.933352,-2.109807,1.4303099,-0.5236338,0.7858358,-0.8121183,0.39159825,-0.54764086,0.7670575,-0.5160344,0.3324025,-0.22710171,0.07315185,-0.0021160073,7.6103956e-05,0.0030677558,0.0007406458,-0.00058981846,-0.002609721,0.0012867071,0.0023808945,-0.0022403155,-0.0022698154,0.0009686431,-0.00064452796,0.00011603579,0
807,223s30,student,2.1319727891156464,-521.13544,185.01549,23.954111,-9.091133,-9.979989,-1.1181846,-6.9500246,-6.317634,-8.8686,-8.721289,-6.1381726,-1.6744885,-13.351783,-2.3024619,1.3173391,0.5439538,-0.1429993,-1.3675126,1.7020917,-0.9448912,-0.11000392,0.5411964,0.10295859,-0.66999036,0.3533815,0.00048119962,0.0014714209,-3.5890072e-05,-0.00062104245,-0.0021618726,-0.0016929964,-0.0021589333,-0.00082861574,0.0013796194,0.00169029,0.0014952826,0.00035410482,-0.0014719407,1
808,223s33,student,14.518004535147393,-318.27072,140.90898,-7.7480416,8.610959,2.7315059,-16.133497,-23.434162,-16.107574,-1.0785512,-22.96314,-4.5992827,-1.2043449,-17.851706,-1.7630528,0.80077255,-0.034217946,0.388469,-0.61109936,0.48621053,-0.45947352,0.26643068,-0.15329143,0.41137725,-0.3640595,0.10016112,0.0014413202,0.0013120058,-0.0013562248,0.0006088795,-0.00081431284,-0.0010105977,-0.0014601772,0.0018945019,0.0009013931,-0.0011035372,-0.0016827369,-0.0016946725,-0.0025101716,0
809,223s29,student,9.753968253968255,-506.28192,173.24869,29.634491,-3.109653,-3.7902837,-3.9085624,-11.693145,-5.2113714,-3.7759953,-8.734244,-2.567572,-3.8869736,-11.152679,-2.0128288,1.2150813,-0.57515174,1.0453342,-0.6927399,0.06978188,-0.6657767,1.0937855,-0.63570786,0.4450254,-0.37018245,0.10624461,-0.0011530288,-5.107297e-05,0.0006756354,0.0007722522,-0.0016075722,-0.00027172623,0.0009935303,0.0005905721,-0.00042409622,0.0012904962,-0.00030333083,-0.0005958694,-0.0006361595,0
810,223s15,student,1.8049886621315192,-353.30276,143.44067,7.768027,2.8654962,6.4959717,-10.646031,-18.11491,-8.523369,-5.168149,-24.077229,-7.191149,-0.48339948,-21.262327,-1.4649117,0.23794375,0.034116317,0.57833326,-0.30692047,0.08777096,-0.43821797,0.28690383,0.029787708,0.25502387,-0.38910523,0.14511433,-0.0015401448,0.0005890975,0.001222038,0.0008179082,0.0024218427,-0.0015695179,-0.0023887998,-0.0019916648,-0.0011254853,-0.001994841,-0.0002145272,-0.000371715,-0.0011945984,1
811,223s27,student,3.1699773242630385,-406.08566,165.7138,3.3920066,4.5578914,4.786137,-6.5202184,-16.15994,-17.119263,-1.1792444,-20.86038,-2.3570898,-3.34064,-17.728569,-2.3589427,1.7657411,0.033048302,-0.72821236,0.12958638,0.9131243,-1.4982668,0.6585826,0.68942297,-0.8361388,0.22138879,0.041209124,-0.0029452296,-0.0012713288,-0.00034297764,-0.0007023485,0.0012120641,-0.00018857865,-0.0006519008,0.0016323248,0.00030056457,0.00021649845,0.00023235405,-0.0008831903,-0.00036375126,0
812,223s4,student,1.7390022675736962,-376.49457,132.06465,31.526064,-2.613442,0.23385648,-4.299142,-22.213705,-9.522393,-5.5357428,-19.359129,-4.54553,-4.1809974,-13.301455,-1.3340392,0.06006202,0.120050035,0.42196137,-0.13065672,0.23188585,-0.650384,0.1086342,0.2722251,0.21634886,-0.34925336,0.096564196,-0.00019930405,0.0014599671,0.0040705223,0.00012528995,-0.0018752133,-0.001058558,0.001006717,-0.0013234429,-0.001617145,-0.0027987624,0.001122121,-0.00041840208,-0.0012463222,1
813,223s10,student,22.160997732426303,-326.4977,135.62614,-0.41348553,-1.9659668,2.0425851,-14.43219,-21.132082,-13.635704,-5.3494306,-19.380835,-6.6469474,-2.3505423,-16.890802,-1.5048761,0.36292437,-0.006376475,0.55893695,-0.26799297,-0.07777989,-0.39337564,0.44436377,-0.030792987,0.15089515,-0.26201177,0.09682292,-0.00037119223,0.00079108437,-0.0040664067,0.0002428478,0.004980419,-0.00077981874,0.00068017293,-0.0019491832,0.0012226135,0.00048400596,-0.0016264946,-0.0014349078,0.0030887108,1
814,223s39,student,2.3879818594104307,-394.40894,162.82634,-2.3848665,-6.6284156,-1.9501389,-6.333883,-12.09286,-13.112887,1.2626455,-14.3920555,-1.6807815,-5.110297,-17.086832,-2.5173943,2.1597528,-0.3307953,-0.5950429,0.16882208,0.9660793,-1.8431237,1.2286117,0.17609996,-0.5693737,0.13665494,0.046962127,0.00033433642,0.0010176115,0.0005542432,-0.0013928862,-0.0003178149,0.0022594244,-0.00013834739,-5.4532746e-05,0.00045709717,-5.8874906e-05,-0.0005258259,-2.3732493e-05,9.686081e-05,0
815,223s16,student,1.6229931972789116,-323.7099,119.90036,11.419869,7.143266,8.107367,-16.350788,-23.01961,-6.348959,-8.066405,-22.860106,-10.138935,0.49477977,-21.408964,-1.5405074,0.5971687,-0.33261222,0.7660105,-0.5899649,0.21847267,-0.40994126,0.47036287,-0.19117813,0.2683766,-0.2077552,0.008240036,-0.0007764713,0.00042171904,0.001778712,7.525666e-05,-0.0021730484,0.0014749325,3.0396572e-05,-0.001209904,-1.4949684e-06,0.000519518,-0.0003741166,-0.00039717648,-1.6587172e-05,0
816,223s26,student,2.608979591836735,-448.5084,160.60785,17.863346,-1.1202216,2.1778412,-3.9191604,-18.532673,-9.629193,-1.9742169,-15.473335,-8.006166,-3.0940988,-10.845631,-1.2569097,-0.02821454,-0.011326974,0.6528565,-0.24585941,0.09382625,-0.5694064,0.2584728,0.09071795,0.21267994,-0.084439635,-0.05754698,0.0006862931,-0.000120965175,-0.0006274252,0.0013449457,0.00031962612,0.0005512993,0.00066842546,-0.00018716868,-0.00090749405,0.00012184227,0.0015860496,-0.00027614442,-0.0004549318,1
817,223s35,student,2.2439909297052156,-389.36172,161.73006,6.2694592,5.4814477,5.795392,-5.4339576,-25.71747,-13.16254,0.9976491,-29.083103,3.9563475,-2.7219014,-17.684423,-1.8664687,0.87446177,0.024001574,0.17148614,-0.17668404,0.19744122,-0.5929288,0.3966532,0.08840018,0.11211208,-0.33732274,0.15338549,-0.00033376724,0.0027765452,-0.00020291194,-0.00080499524,0.0012679722,0.0018130988,-0.00035451556,0.00017588769,-0.00020524926,0.0007938498,0.0003577312,0.0018888549,-0.0005918695,0
818,223s14,student,5.581995464852608,-406.12994,131.20792,23.497255,10.248402,1.6563762,-12.0675125,-13.824215,-12.807774,-4.617348,-15.391303,-6.760816,-2.1353352,-11.817051,-2.0588572,1.396957,-0.038544122,-0.43929726,0.010158852,0.43672013,-0.61903644,0.27912858,0.10722605,0.030215278,-0.124750845,0.059328195,0.0009944278,-0.0011858409,-0.0013209758,0.0010759705,0.0006744835,-0.0036768122,0.002786085,-0.0015263442,0.00028840094,-9.282865e-06,0.00022053786,-0.0015274871,0.00052124925,1
819,223s3,student,7.67297052154195,-354.9165,145.71793,14.078003,0.57749736,0.093524806,-2.3942752,-22.5769,-13.333907,-4.1269403,-19.180302,-8.264747,-2.7078226,-16.346378,-1.9626466,1.1154146,-0.2220501,0.30773062,-0.33458474,0.44004476,-0.757725,0.49260855,0.009455528,0.0786952,-0.22060025,0.08644605,0.00041546088,-0.0021311776,0.00036921308,0.00084414164,-0.00014076308,0.0016471474,0.0013740406,-0.002395995,0.0015823363,-2.6584206e-05,-0.0021845875,0.00043067074,-0.0015772253,0
820,223s7,student,38.34988662131519,-324.13223,130.94568,1.600739,5.667024,4.623261,-13.017084,-22.051561,-13.794244,-4.966632,-20.725386,-6.2742257,-1.979464,-17.39171,-1.7104379,0.719602,-0.04152514,0.36415046,-0.35622984,0.19508708,-0.44805792,0.35382986,-0.0742364,0.260529,-0.29890776,0.099887334,0.0013067051,0.0018485208,-0.0013823728,0.0012226612,-0.00091684936,-0.0031441704,0.00052440644,-0.0011658777,0.00067432376,-0.0006392319,-0.00050193036,0.0014427088,-0.00018724674,0
821,223s37,student,16.343990929705214,-424.81378,138.33458,28.187021,-0.43037882,-5.4010024,-4.115181,-12.829465,-10.687933,-6.9740787,-12.447709,-4.5024815,-4.157835,-11.434803,-1.8157599,1.1388944,-0.7267142,0.82616067,-0.49105096,0.3909216,-0.71978223,0.54495406,-0.26523468,0.34079632,-0.16098541,-0.011435534,-0.003308598,0.0016407033,-0.003604427,0.00019526531,-0.002394972,-0.0018642183,-0.0016673899,-0.0019143126,-0.0030418222,0.00069957494,-0.0004588925,0.0019178619,3.381313e-05,1
822,211s22,student,3.413968253968254,-461.9992,160.5374,25.606375,7.959745,-8.515274,1.1902039,-21.991385,-1.4099362,-5.628077,-4.8599415,-8.016051,-7.9085984,-5.301215,-1.9622617,1.6265886,-1.3668168,1.3102808,-0.9090025,0.36277255,-0.19404744,0.16209158,-0.017054357,0.014091626,0.087201335,-0.08267096,0.0009879794,0.0014519773,0.0028195512,0.0025813105,0.0022504802,0.0013449001,0.001594316,0.001531088,0.001533035,0.0022203168,0.0019758516,0.0011806419,0.0017110026,1
823,211s25,student,2.9429931972789114,-517.07776,177.80733,31.369614,4.323283,-13.571719,10.625758,-13.8492,-1.9728369,-10.503858,4.1654973,-6.1444545,-3.3169372,-10.175473,-1.167869,0.1258097,-0.69449043,0.83552665,-0.057541564,0.34460548,-0.4438091,0.057020508,-0.13159786,0.23770007,-0.0008150786,-0.065782644,0.00022842074,0.00038427018,0.0010582084,-0.0005862551,0.0010699518,0.0002931532,-0.0006049239,-0.0008018068,-0.00023561384,-0.0003893994,0.00036367844,-0.00047850655,0.00094308966,1
824,211s9,student,1.72702947845805,-484.25317,167.72969,29.992563,6.231053,-3.6784816,-0.17277513,-20.112486,-3.8600612,-8.982276,-7.416211,-7.490225,-4.9799747,-6.9514704,-1.9180396,1.3592213,-1.4070429,1.9375137,-1.3784103,0.6891129,-0.6063157,0.435923,-0.12885194,0.14585313,-0.09571631,-0.008338898,-0.00092710106,0.0045450013,-0.00088574603,0.0047009336,-0.0015805245,0.0048298445,-0.0013060282,0.0039671836,-0.0013162408,0.0049832957,-0.0019611665,0.0049711056,-0.002438297,0
825,223s28,student,31.02498866213152,-299.82764,137.14838,-6.81928,10.651711,2.638051,-13.569731,-23.970476,-14.984917,-0.46526113,-24.44628,-4.8475437,-1.482908,-17.595724,-1.828007,0.9639882,-0.08352246,0.13248864,-0.32779473,0.526983,-0.62635034,0.22032897,0.028448794,0.27413124,-0.30890948,0.09242054,-0.0022462863,-0.00018540431,-0.0006450387,-0.00094401883,0.0028423578,0.0013428966,0.0006361898,0.0007463372,-0.0030032005,-0.0019598762,-0.00071646576,0.0014213491,0.003383447,0
826,223s5,student,9.200997732426304,-368.3136,158.27937,7.0079165,-5.45512,4.6299877,0.5346263,-27.69453,-15.355796,0.4862175,-21.488785,-3.9770334,-2.9120512,-13.824207,-1.9254003,1.0617144,-0.2939424,0.52608484,-0.38960966,0.31793433,-0.7623157,0.55698967,0.036820807,0.016012356,-0.18665993,0.08548111,-0.0005519438,0.00017966337,0.00032726978,-0.0006014662,0.00016598662,-0.0004113915,-0.0013637705,-0.001763154,-0.0011246222,-0.00030386302,-0.0015304598,-0.0015018428,-0.0006910331,0
827,211s13,student,3.065986394557823,-435.8473,152.67462,30.031336,17.279272,-5.1525855,-4.2095666,-17.052393,-3.9993947,-7.067475,-5.3935456,-2.7675467,-5.212704,-9.091373,-1.6194296,1.0641598,-1.0039436,0.98146635,-0.8020201,0.52134013,-0.3155741,0.1716988,0.017417178,0.24847591,-0.1779493,-0.037857726,-0.00015847503,0.0009384779,-0.00045629664,0.00045772688,0.00027595437,0.0005306185,0.00012886018,0.0020155194,0.0001738451,-0.00048150308,-0.0017041723,1.8528279e-05,-0.00013170959,1
828,211s2,student,2.119002267573696,-427.83456,141.19452,29.744057,9.827707,-8.159352,10.29611,-29.639189,1.6776421,-8.205473,-8.166912,-5.3999386,-6.162119,-10.340688,-1.2309463,0.36841702,-0.91071236,0.9223891,-0.18775123,0.2080245,-0.26426354,-0.05737883,0.13774166,0.11138051,0.111304566,-0.18121324,0.0013411572,0.00144396,-0.00085431186,-0.00039358967,-0.0003117922,0.0009655533,0.0006822486,-4.1928455e-05,-0.00048133873,0.00084074563,-0.0005809709,0.001013745,0.0007788965,1
829,211s6,student,8.323990929705216,-342.34293,109.31124,26.671516,10.2780285,-7.277068,-5.7487106,-15.751714,-6.61561,-7.646957,-9.723628,-6.5851264,-6.4618807,-5.1390486,-1.208705,0.30279988,-0.40200457,0.40289885,-0.17650191,0.16836041,-0.20560253,0.22382753,-0.16612735,0.21982709,0.030495465,-0.12819685,0.00033134577,-0.00022863814,0.0009418102,0.00038464932,-0.00075785,0.0009400531,0.00033057824,0.0006636783,0.00064718106,-0.0007601556,0.0008756836,0.0008127376,0.00086424797,1
830,211s8,student,3.5740136054421767,-452.83853,155.55492,25.413225,10.2024555,-5.6488376,0.15243268,-19.807547,-1.7950313,-7.7229276,-9.311918,-5.1562047,-5.7520537,-9.058719,-1.6381195,1.1342384,-1.2460097,1.3860307,-0.95987815,0.41055882,-0.32384372,0.24953571,0.049995884,0.047212653,0.014081009,-0.07854931,-0.003173545,-0.0032240008,-0.0037848623,-0.0019813902,-0.0022199391,-0.0016746444,-0.00310042,-0.0021816795,-0.0034355875,-0.0017422786,-0.0015917578,-0.00096345996,-0.004605893,1
831,211s7,student,12.358049886621314,-489.17184,163.02007,30.005167,1.4657036,-3.3792596,1.718806,-12.279325,-6.8045797,-5.590096,-2.970587,-3.5692136,-6.383017,-9.403816,-1.1406778,0.059845477,-0.59542245,1.1329159,-0.44765183,0.112238534,-0.33446932,0.37417975,-0.12458614,0.15522647,-0.23337287,0.1045544,-0.0003701203,-0.000107877946,-0.0008080105,0.00091132475,-0.0007044052,0.0010416096,0.00036653838,0.0006486078,0.0017470849,-0.00019233656,0.0007100771,0.0011264221,-0.0010965642,1
832,211s4,student,10.321995464852607,-386.46213,142.12952,29.160496,7.452416,-11.955437,0.9424918,-28.418453,-1.1847681,-8.624905,-6.5153694,-4.3086176,-9.16775,-7.8184624,-1.5964911,0.89099,-1.1230831,1.4457768,-0.69732475,0.2957956,-0.44520634,0.20599309,0.09046586,0.061918624,-0.014937498,-0.06931072,0.001572879,-0.003993095,0.0033301772,-0.0034314918,0.0030127421,-0.0022614268,0.004642131,-0.004613626,0.0017658848,-0.0019103689,0.0021151998,-0.0026601697,0.0048395265,1
833,211s14,student,6.994013605442177,-461.2731,163.21873,27.092247,10.199033,-5.939315,0.121520266,-16.85648,-3.4298491,-4.698416,-4.625621,-3.117831,-6.3718395,-8.237853,-1.7283617,1.0463557,-0.9439245,1.2580014,-0.96004546,0.67766297,-0.60269374,0.3661346,-0.25551447,0.34419197,-0.2053857,0.04291009,-0.0003408931,-0.00065634196,9.9374825e-05,-0.00019450617,4.056507e-05,-0.00019987432,-0.00080358546,-0.0011916247,0.0008822537,0.00035865378,-0.000263531,-0.0019335208,0.0004552845,1
834,211s10,student,19.266984126984127,-445.54135,146.59486,31.110191,10.962605,-4.7675085,3.3036697,-20.785385,-0.60049796,-4.8784294,-4.463881,-2.758891,-9.101052,-5.3238125,-1.5187677,0.85448235,-1.1186973,1.3508304,-0.74686646,0.4584383,-0.51278496,0.26974225,-0.110990345,0.23165628,-0.050420098,-0.054177098,-0.00056872354,-0.00017610182,-0.00088455476,0.0014240236,0.0004233712,3.808376e-05,0.0004201642,0.0014472865,-0.00030231726,0.0009425001,0.00064371957,-0.00059406494,0.0016349897,1
835,223s21,student,44.730975056689346,-443.2357,132.52028,31.487862,1.3036712,-5.414507,-8.59517,-11.738234,-6.7430735,-4.6754932,-12.869375,-5.3156686,-5.4639187,-12.43363,-2.113895,1.4368142,-0.39453754,0.36886752,-0.42504358,0.40203118,-0.704667,0.6486686,-0.29533643,0.34552258,-0.34741274,0.11460591,-0.0011109223,0.0005471856,-0.00068754813,-0.0010988102,0.000119257165,0.00034929859,0.0003686403,-0.001900699,0.0002153997,-6.716777e-05,-1.2519828e-05,0.00031310032,-0.0009986305,0
836,211s21,student,30.051020408163264,-428.9482,157.81944,24.178242,4.9054055,-10.122548,-1.1583625,-16.878399,-7.1677246,-7.3578887,-4.90939,-5.5739536,-8.581437,-5.9284606,-1.7685955,1.2151796,-1.2472359,1.5440005,-1.0235077,0.52480143,-0.49524125,0.39727646,-0.1767985,0.1852349,-0.122750044,0.0134092,-0.00025159103,-0.0009874523,-0.0003005396,0.00031680055,-0.0008159491,0.00015986057,-0.00083238556,0.0012049179,0.000757351,-0.0011530737,-0.0001665279,-0.0008424851,-0.0015575079,1
837,211s5,student,18.040997732426305,-396.12653,150.09125,20.220009,12.646389,-12.6696415,4.6090374,-29.248466,-2.4534185,-4.4175835,-8.333615,-1.092885,-12.062007,-7.012227,-1.9924362,1.7541493,-1.8719192,2.0368063,-1.327209,0.88605213,-0.85344064,0.4743399,-0.14980015,0.20254828,-0.0828765,-0.03790778,0.0010238533,0.003481685,0.0005709157,-0.00056416716,-0.0018934298,-0.00045628299,-0.0013707604,-0.0015996492,-0.0007467852,-0.000122003046,0.0005437153,0.002422249,0.0030539455,0
838,211s18,student,17.34199546485261,-481.894,160.2984,27.421993,5.380492,-5.6984324,1.7706821,-14.236782,-2.077979,-5.57003,-3.0189495,-4.2974973,-5.289262,-8.591746,-1.7034819,1.0521808,-0.94433814,1.1311113,-0.7810027,0.3871784,-0.4181587,0.48607102,-0.23947716,0.24133396,-0.23135567,0.054339897,-0.0016215272,0.0023514247,-0.00059706817,0.00068452384,-0.00035399216,0.0006218973,-0.0010914234,0.0010749288,-0.000810638,0.00072048296,-0.000956765,0.0007671817,-0.0015307837,1
839,211s16,student,7.48,-444.49026,157.80739,26.79291,8.008377,-5.56257,-0.3509819,-19.861149,-1.5310143,-9.278617,-4.031549,-5.476383,-8.035845,-7.243139,-1.4581815,0.5642899,-0.76395625,1.2810338,-0.7832409,0.31342328,-0.46204707,0.46266273,-0.14906469,0.1896872,-0.19578987,0.049447667,-0.0004540934,0.0015045002,-0.0010761423,-0.0013784973,0.0008150431,0.0032513535,0.0010195943,-0.0005606499,-0.00055199873,0.001465737,-0.00038129924,-0.0008248214,-0.00053030776,1
840,211s23,student,2.371020408163265,-371.80377,152.61613,21.76461,14.2426,-20.184513,12.504058,-31.271614,-4.412172,-10.115493,-7.0834603,0.35555512,-12.286713,-9.194895,-1.5636495,0.99312055,-1.307806,1.134849,-0.27288,0.22006102,-0.2936083,0.21464208,-0.23949671,0.22262341,-0.027291,-0.045404833,-0.00094190275,-0.00019548126,-0.0010056272,0.0016054116,0.0020603165,-0.0017969962,-0.00075294427,2.746717e-05,0.0008663389,0.0013350358,0.0009687502,-0.0001110789,-0.0011428909,1
841,211s20,student,7.775011337868481,-412.13596,142.37434,23.889881,17.945625,-8.199017,-2.471965,-18.905005,-2.1620286,-10.600533,-3.604334,-4.0928755,-6.7443748,-6.1368904,-1.6952785,1.1406096,-0.93794143,0.9210656,-0.671529,0.2936131,-0.19808897,0.21639812,-0.09253966,0.16668113,-0.09956844,-0.0015530841,-0.0016949157,-0.0014823193,-0.00028730612,-0.0010904772,-0.0026617474,-0.004652984,-0.0010605261,-0.000108110726,-0.0016727045,-0.002138297,-0.0016055515,-0.0016972538,-0.0016756426,1
842,211s1,student,14.443990929705215,-433.76724,152.57893,26.622301,-0.26639786,-3.9237351,6.300823,-24.219095,-0.09070918,-7.2690916,-3.2159946,-2.1725025,-7.033517,-7.880364,-1.3711445,0.43229896,-0.8570664,1.4074001,-0.6213622,0.26585534,-0.5966305,0.35815513,0.05508007,0.09174196,-0.1300451,0.0101414565,-0.00034482786,0.0025055297,-0.0014961755,0.00067831634,-0.0014257934,0.0010879964,0.0006688244,-0.00073179277,0.00090972875,0.00039503555,-0.0011234665,0.0018674273,-0.00064229034,1
